study_hours,attendance,sleep_hours,internet_usage,assignments_completed,previous_score,exam_score,placement_status
3,53,9,3,4,58.0,66.7,Not Placed
10,73,6,10,15,60.0,100.0,Placed
5,73,6,2,3,95.0,92.22,Placed
6,64,5,3,2,42.0,63.57,Not Placed
5,100,4,1,0,46.0,58.85,Not Placed
6,43,4,1,3,48.0,82.92,Placed
8,91,7,2,8,64.0,100.0,Placed
7,94,7,3,0,89.0,100.0,Placed
5,65,6,9,15,69.0,83.41,Placed
10,55,4,8,2,95.0,100.0,Placed
6,49,4,11,5,65.0,71.68,Placed
4,84,8,11,12,62.0,80.31,Placed
9,41,5,9,16,80.0,100.0,Placed
4,74,5,7,14,61.0,86.01,Placed
1,58,6,7,20,70.0,84.34,Placed
7,45,9,5,11,35.0,92.62,Placed
7,58,4,7,7,75.0,90.51,Placed
4,98,8,4,15,48.0,100.0,Placed
3,92,4,5,2,92.0,99.73,Placed
8,91,7,1,3,44.0,100.0,Placed
5,90,6,11,6,84.0,100.0,Placed
10,47,9,4,14,76.0,100.0,Placed
7,53,5,3,10,41.0,79.24,Placed
4,49,4,2,15,74.0,73.26,Placed
4,42,9,2,13,48.0,94.94,Placed
8,77,6,8,12,70.0,90.58,Placed
8,68,5,1,8,61.0,99.15,Placed
2,54,4,8,17,45.0,73.32,Placed
2,62,8,9,2,76.0,54.47,Not Placed
3,62,6,6,19,83.0,90.8,Placed
3,57,4,1,4,71.0,59.66,Not Placed
1,85,5,10,1,76.0,80.05,Placed
3,58,5,7,20,44.0,85.94,Placed
6,67,8,5,16,88.0,100.0,Placed
8,65,6,9,15,41.0,76.2,Placed
10,49,6,7,19,51.0,98.48,Placed
6,86,9,5,12,95.0,100.0,Placed
5,43,4,2,19,86.0,95.85,Placed
4,94,9,4,10,46.0,98.72,Placed
3,41,5,2,7,71.0,56.69,Not Placed
4,42,5,9,20,71.0,97.07,Placed
7,46,8,2,4,89.0,78.93,Placed
1,94,8,2,1,70.0,74.55,Placed
7,55,6,2,3,92.0,88.44,Placed
1,70,9,1,2,41.0,71.15,Placed
2,49,5,9,1,58.0,61.0,Not Placed
4,58,4,8,2,68.0,70.09,Placed
1,67,7,2,15,35.0,76.63,Placed
11,56,4,2,19,63.0,100.0,Placed
11,67,8,5,8,60.0,100.0,Placed
11,58,4,4,5,44.0,79.69,Placed
9,76,5,2,14,35.0,100.0,Placed
6,62,9,8,4,79.0,99.45,Placed
1,59,6,8,8,51.0,65.66,Not Placed
1,52,9,4,5,75.0,75.59,Placed
6,52,7,4,2,70.0,84.82,Placed
4,82,6,9,12,43.0,85.92,Placed
4,50,7,4,14,73.0,89.07,Placed
11,87,7,10,10,57.0,100.0,Placed
6,54,5,11,15,63.0,100.0,Placed
11,56,5,9,14,36.0,76.91,Placed
7,93,8,3,5,52.0,92.66,Placed
9,89,8,2,13,62.0,100.0,Placed
10,67,7,11,10,87.0,100.0,Placed
5,58,9,8,19,81.0,100.0,Placed
9,43,8,3,9,76.0,100.0,Placed
4,61,5,2,15,83.0,95.95,Placed
10,61,8,11,11,41.0,100.0,Placed
2,94,7,8,6,45.0,60.23,Not Placed
3,76,6,8,6,41.0,58.55,Not Placed
11,78,9,5,17,77.0,100.0,Placed
1,73,9,9,14,58.0,73.99,Placed
6,72,4,11,5,89.0,70.61,Placed
6,83,8,6,18,90.0,100.0,Placed
1,81,9,5,7,49.0,79.78,Placed
11,79,5,3,19,65.0,100.0,Placed
3,72,6,7,14,85.0,100.0,Placed
5,51,5,9,3,53.0,64.37,Not Placed
3,41,8,4,17,90.0,81.12,Placed
10,98,7,11,12,91.0,100.0,Placed
3,67,4,7,0,44.0,42.07,Not Placed
10,49,4,3,7,82.0,100.0,Placed
3,61,6,11,18,86.0,94.54,Placed
5,56,9,2,16,42.0,100.0,Placed
5,65,9,11,9,35.0,61.94,Not Placed
4,42,9,1,0,36.0,50.31,Not Placed
1,46,4,6,0,63.0,39.06,Not Placed
5,83,7,5,20,76.0,100.0,Placed
10,47,9,2,4,44.0,89.67,Placed
5,59,5,3,0,76.0,79.85,Placed
4,51,9,9,20,43.0,85.14,Placed
6,74,7,3,20,84.0,100.0,Placed
10,56,6,7,19,65.0,100.0,Placed
4,67,6,1,12,66.0,99.22,Placed
7,80,4,7,8,36.0,84.74,Placed
7,49,7,9,15,58.0,79.51,Placed
2,61,5,11,7,71.0,65.35,Not Placed
3,77,7,8,13,87.0,100.0,Placed
1,96,5,7,16,77.0,92.25,Placed
8,72,5,10,3,40.0,83.41,Placed
9,61,7,8,6,42.0,100.0,Placed
4,83,8,4,16,74.0,100.0,Placed
6,76,7,2,15,59.0,100.0,Placed
9,52,5,11,13,76.0,100.0,Placed
6,66,9,9,15,77.0,100.0,Placed
9,54,6,3,1,85.0,94.51,Placed
4,61,6,11,14,59.0,66.23,Not Placed
8,69,4,4,10,80.0,100.0,Placed
9,82,6,7,12,45.0,100.0,Placed
4,79,8,2,3,69.0,89.4,Placed
5,76,5,8,0,35.0,61.59,Not Placed
8,73,7,10,14,94.0,100.0,Placed
10,83,7,8,11,93.0,100.0,Placed
6,99,8,5,20,87.0,100.0,Placed
7,73,6,9,8,57.0,68.06,Not Placed
3,97,5,8,6,37.0,66.22,Not Placed
7,87,6,1,2,75.0,88.08,Placed
8,92,4,9,15,35.0,92.97,Placed
10,74,6,5,3,88.0,100.0,Placed
6,81,4,9,13,78.0,100.0,Placed
10,58,7,9,12,46.0,98.42,Placed
9,47,5,10,19,72.0,100.0,Placed
6,78,9,10,18,95.0,100.0,Placed
9,72,4,3,1,74.0,82.49,Placed
4,83,6,8,9,65.0,93.15,Placed
8,100,6,7,18,63.0,100.0,Placed
11,67,7,7,14,69.0,100.0,Placed
4,76,8,10,6,62.0,83.91,Placed
2,87,9,2,14,55.0,87.12,Placed
10,64,8,2,16,45.0,100.0,Placed
11,75,6,2,15,60.0,100.0,Placed
9,56,8,11,16,45.0,96.35,Placed
5,63,9,2,15,39.0,96.9,Placed
4,60,9,4,17,90.0,98.03,Placed
2,41,5,7,16,41.0,67.53,Not Placed
1,70,8,2,3,85.0,87.43,Placed
11,83,5,5,1,65.0,98.36,Placed
7,72,6,7,16,73.0,100.0,Placed
6,69,6,9,16,76.0,92.35,Placed
2,51,6,8,1,42.0,72.61,Placed
8,83,7,9,1,87.0,96.46,Placed
11,51,8,7,14,61.0,100.0,Placed
4,90,4,3,15,55.0,89.22,Placed
8,96,9,1,10,64.0,100.0,Placed
7,88,4,10,1,48.0,80.74,Placed
5,91,6,7,7,93.0,74.53,Placed
10,63,8,11,20,35.0,87.46,Placed
10,63,5,6,11,79.0,100.0,Placed
8,97,4,2,13,58.0,100.0,Placed
9,99,6,1,13,95.0,100.0,Placed
5,50,4,10,11,40.0,58.32,Not Placed
10,52,4,4,1,40.0,59.58,Not Placed
5,66,9,4,13,87.0,100.0,Placed
2,47,4,6,11,39.0,52.32,Not Placed
5,49,6,11,8,69.0,62.28,Not Placed
3,47,9,5,7,78.0,87.66,Placed
7,59,6,9,19,49.0,98.57,Placed
10,47,7,8,15,69.0,98.74,Placed
5,48,7,9,9,82.0,68.57,Not Placed
8,46,7,10,6,84.0,93.95,Placed
1,53,4,7,14,75.0,60.94,Not Placed
3,67,8,9,8,42.0,56.51,Not Placed
3,41,6,3,3,77.0,66.91,Not Placed
9,96,7,9,5,69.0,100.0,Placed
5,82,8,2,11,39.0,95.33,Placed
9,47,7,9,14,65.0,100.0,Placed
9,52,7,6,18,76.0,100.0,Placed
1,60,8,4,1,65.0,66.58,Not Placed
2,86,7,11,18,71.0,88.26,Placed
5,67,4,2,19,42.0,100.0,Placed
4,74,4,10,19,40.0,70.22,Placed
10,62,9,3,1,57.0,100.0,Placed
9,85,4,5,14,87.0,100.0,Placed
7,54,5,9,11,50.0,70.83,Placed
6,41,9,7,0,78.0,72.54,Placed
7,100,7,11,13,83.0,90.48,Placed
1,90,5,11,3,42.0,58.97,Not Placed
1,51,6,3,10,38.0,49.17,Not Placed
8,96,8,4,6,66.0,100.0,Placed
2,91,6,11,12,87.0,77.23,Placed
10,75,5,2,13,83.0,100.0,Placed
11,42,4,8,6,37.0,81.47,Placed
9,44,7,6,10,84.0,100.0,Placed
7,42,9,3,19,50.0,100.0,Placed
6,96,7,5,19,94.0,100.0,Placed
1,86,4,5,10,68.0,77.32,Placed
1,58,7,1,20,47.0,92.49,Placed
2,41,8,5,8,67.0,57.63,Not Placed
6,83,8,6,3,56.0,78.89,Placed
6,76,8,10,1,65.0,67.79,Not Placed
2,93,6,10,1,58.0,66.6,Not Placed
1,56,4,11,8,37.0,46.81,Not Placed
10,53,8,11,18,67.0,100.0,Placed
5,67,5,11,14,64.0,58.0,Not Placed
5,66,8,2,20,60.0,100.0,Placed
2,93,9,3,20,68.0,83.7,Placed
6,49,6,10,17,85.0,100.0,Placed
9,42,5,5,15,56.0,98.77,Placed
2,75,4,3,1,64.0,53.83,Not Placed
10,77,4,5,11,69.0,100.0,Placed
2,95,9,5,0,59.0,71.92,Placed
3,64,8,8,1,62.0,83.67,Placed
7,61,5,10,13,67.0,88.68,Placed
6,87,9,9,6,57.0,90.96,Placed
8,78,5,8,16,60.0,97.87,Placed
8,86,8,3,14,90.0,100.0,Placed
6,69,8,1,16,43.0,100.0,Placed
11,60,7,3,8,42.0,81.64,Placed
10,69,7,1,12,71.0,100.0,Placed
3,67,8,11,1,67.0,67.68,Not Placed
3,70,6,9,14,49.0,67.04,Not Placed
1,96,9,3,19,83.0,98.97,Placed
7,91,7,8,10,81.0,86.8,Placed
5,65,8,6,18,42.0,98.53,Placed
4,82,5,3,13,89.0,88.51,Placed
10,61,9,9,3,55.0,95.1,Placed
4,60,7,8,10,92.0,79.32,Placed
4,40,6,3,15,37.0,61.75,Not Placed
6,76,9,7,1,43.0,75.6,Placed
8,52,9,5,1,86.0,100.0,Placed
8,60,4,2,8,48.0,79.12,Placed
5,85,5,8,20,72.0,100.0,Placed
6,48,6,1,20,61.0,100.0,Placed
4,56,6,4,3,54.0,65.31,Not Placed
11,86,6,11,7,91.0,100.0,Placed
9,60,5,11,17,38.0,91.66,Placed
8,70,6,4,14,58.0,86.99,Placed
10,78,4,10,1,61.0,98.35,Placed
10,98,7,5,10,46.0,100.0,Placed
1,93,5,4,16,62.0,83.77,Placed
2,61,6,1,6,69.0,63.71,Not Placed
9,51,8,7,7,58.0,88.95,Placed
8,94,7,10,9,65.0,100.0,Placed
3,45,9,11,2,93.0,57.19,Not Placed
8,92,5,2,12,37.0,91.61,Placed
1,55,8,10,16,64.0,73.25,Placed
10,65,9,3,12,61.0,100.0,Placed
4,44,8,5,18,87.0,91.29,Placed
3,48,6,8,8,51.0,58.44,Not Placed
6,85,5,10,20,40.0,68.99,Not Placed
7,79,6,8,15,81.0,100.0,Placed
4,53,9,2,4,77.0,71.15,Placed
7,83,4,9,8,52.0,94.73,Placed
9,81,8,6,8,94.0,100.0,Placed
11,69,4,9,5,69.0,100.0,Placed
2,91,9,4,20,61.0,100.0,Placed
11,91,6,3,9,51.0,100.0,Placed
3,65,7,5,17,45.0,86.52,Placed
5,92,8,5,10,72.0,100.0,Placed
3,84,7,4,14,71.0,96.3,Placed
11,68,5,7,6,76.0,100.0,Placed
8,58,8,8,13,68.0,100.0,Placed
10,86,4,5,7,81.0,100.0,Placed
8,47,7,9,18,66.0,99.0,Placed
8,62,9,7,14,77.0,82.96,Placed
9,92,5,7,18,90.0,100.0,Placed
4,81,8,8,17,91.0,95.56,Placed
5,74,9,4,16,80.0,100.0,Placed
5,70,5,10,2,80.0,85.76,Placed
8,92,4,6,2,69.0,95.88,Placed
7,74,9,5,6,62.0,91.02,Placed
9,71,8,1,9,88.0,100.0,Placed
8,97,5,9,16,56.0,100.0,Placed
2,44,6,2,14,50.0,77.01,Placed
10,55,8,6,7,80.0,100.0,Placed
4,56,8,8,16,76.0,100.0,Placed
6,71,8,3,2,88.0,94.51,Placed
2,77,8,5,3,74.0,57.22,Not Placed
7,97,6,7,7,46.0,76.35,Placed
3,71,9,4,12,39.0,80.27,Placed
3,91,9,5,0,60.0,72.61,Placed
11,59,9,1,17,60.0,100.0,Placed
2,87,4,4,10,47.0,81.47,Placed
11,95,6,7,20,58.0,100.0,Placed
8,41,6,10,5,78.0,70.5,Placed
6,59,5,7,15,37.0,86.22,Placed
1,86,7,10,20,66.0,90.99,Placed
1,57,9,10,18,57.0,83.25,Placed
7,40,7,4,16,83.0,99.15,Placed
8,97,5,6,17,86.0,100.0,Placed
5,68,6,5,10,71.0,72.35,Placed
11,68,5,1,13,89.0,100.0,Placed
5,58,8,8,11,72.0,96.25,Placed
4,83,5,7,19,79.0,100.0,Placed
6,79,5,5,6,72.0,89.6,Placed
6,45,8,10,16,47.0,90.51,Placed
3,83,7,10,4,49.0,73.55,Placed
9,78,8,7,13,36.0,100.0,Placed
11,89,4,10,12,45.0,100.0,Placed
7,93,5,3,11,50.0,100.0,Placed
1,85,5,8,13,52.0,70.41,Placed
7,47,7,5,8,68.0,100.0,Placed
5,63,6,2,3,44.0,80.57,Placed
5,59,8,2,18,47.0,94.04,Placed
2,93,6,4,0,66.0,62.32,Not Placed
4,53,4,7,12,94.0,94.83,Placed
6,44,8,10,5,42.0,66.36,Not Placed
10,80,4,4,0,41.0,77.67,Placed
11,79,4,9,16,82.0,100.0,Placed
7,73,4,2,2,51.0,85.38,Placed
11,99,9,6,16,75.0,100.0,Placed
5,55,8,4,1,61.0,88.06,Placed
9,84,8,6,6,93.0,100.0,Placed
3,46,9,10,0,42.0,43.59,Not Placed
1,55,7,9,20,63.0,69.6,Not Placed
4,46,9,10,14,91.0,81.01,Placed
9,66,5,9,3,86.0,85.94,Placed
4,53,6,9,5,71.0,63.91,Not Placed
2,53,6,9,20,61.0,75.3,Placed
10,83,4,3,12,71.0,94.05,Placed
5,72,8,11,12,93.0,87.67,Placed
3,72,8,9,19,91.0,100.0,Placed
9,83,4,3,0,58.0,81.48,Placed
4,59,5,10,1,79.0,75.21,Placed
6,92,6,3,5,50.0,85.08,Placed
2,86,9,5,10,60.0,90.72,Placed
6,75,7,6,17,88.0,100.0,Placed
3,46,5,9,12,65.0,78.15,Placed
9,71,8,1,20,61.0,100.0,Placed
11,87,4,8,11,60.0,100.0,Placed
2,42,6,4,19,77.0,100.0,Placed
9,78,4,10,6,49.0,69.43,Not Placed
5,68,8,7,19,92.0,100.0,Placed
8,63,4,6,6,83.0,97.82,Placed
2,61,9,6,6,49.0,51.43,Not Placed
6,45,6,7,1,57.0,68.88,Not Placed
3,87,4,4,10,59.0,83.31,Placed
10,63,6,6,0,78.0,93.99,Placed
5,79,4,3,20,38.0,100.0,Placed
8,62,4,5,12,70.0,100.0,Placed
10,93,6,2,11,87.0,100.0,Placed
1,77,9,3,12,50.0,93.52,Placed
5,49,4,9,6,81.0,65.18,Not Placed
3,55,9,6,11,74.0,80.17,Placed
4,50,5,3,16,93.0,92.01,Placed
2,71,7,2,7,55.0,68.29,Not Placed
9,84,5,5,2,86.0,97.68,Placed
3,100,7,10,6,74.0,81.24,Placed
2,45,5,5,18,77.0,79.45,Placed
10,63,7,1,19,87.0,100.0,Placed
11,72,4,3,7,90.0,100.0,Placed
9,92,6,7,13,51.0,98.34,Placed
7,90,6,9,13,37.0,100.0,Placed
6,51,8,5,1,41.0,75.27,Placed
1,95,7,4,5,46.0,55.82,Not Placed
5,66,8,3,15,35.0,88.5,Placed
11,77,9,10,8,77.0,100.0,Placed
11,57,9,9,20,71.0,100.0,Placed
3,84,8,7,14,40.0,81.85,Placed
1,78,7,7,18,80.0,91.67,Placed
4,94,6,8,14,94.0,100.0,Placed
2,52,7,10,11,95.0,78.38,Placed
2,92,9,1,8,83.0,91.01,Placed
3,79,4,11,15,57.0,74.84,Placed
8,69,8,4,5,59.0,100.0,Placed
8,92,8,5,19,59.0,100.0,Placed
7,88,9,5,14,37.0,100.0,Placed
6,80,7,1,12,38.0,89.28,Placed
9,91,8,3,20,64.0,100.0,Placed
4,52,6,2,9,67.0,100.0,Placed
1,73,8,7,13,63.0,83.85,Placed
8,75,7,5,2,38.0,84.24,Placed
7,69,9,3,11,48.0,100.0,Placed
7,100,6,11,0,55.0,88.79,Placed
3,64,6,8,20,41.0,71.63,Placed
4,41,8,1,15,55.0,92.58,Placed
10,75,7,1,9,90.0,100.0,Placed
9,57,8,6,8,41.0,68.64,Not Placed
6,44,4,1,17,35.0,85.98,Placed
5,58,9,4,0,94.0,78.3,Placed
3,81,4,6,9,68.0,78.93,Placed
9,57,6,1,6,57.0,100.0,Placed
5,96,8,9,9,37.0,72.96,Placed
5,71,4,4,11,52.0,80.61,Placed
4,60,5,9,10,77.0,74.74,Placed
4,49,4,9,8,46.0,69.71,Not Placed
1,76,8,6,4,48.0,55.3,Not Placed
7,88,8,7,3,75.0,98.67,Placed
9,61,9,1,19,62.0,100.0,Placed
3,52,4,5,12,76.0,85.6,Placed
2,94,8,3,7,79.0,81.01,Placed
3,56,8,10,15,58.0,75.96,Placed
1,48,9,10,0,58.0,63.61,Not Placed
6,63,9,6,16,37.0,92.34,Placed
11,83,9,4,14,93.0,100.0,Placed
11,53,9,9,14,92.0,100.0,Placed
7,85,5,7,17,43.0,97.12,Placed
11,47,6,4,5,58.0,100.0,Placed
11,94,8,11,1,94.0,100.0,Placed
2,76,7,6,4,36.0,44.41,Not Placed
8,58,9,2,18,89.0,100.0,Placed
6,67,6,3,6,74.0,100.0,Placed
4,85,9,11,8,62.0,67.32,Not Placed
5,80,6,7,1,41.0,64.36,Not Placed
8,69,7,11,6,43.0,80.85,Placed
3,46,4,4,13,79.0,79.11,Placed
3,98,5,10,14,73.0,87.59,Placed
11,97,8,7,11,94.0,100.0,Placed
4,65,4,9,19,73.0,94.25,Placed
1,79,7,5,3,67.0,59.54,Not Placed
9,85,5,1,12,68.0,100.0,Placed
8,93,5,5,8,55.0,79.03,Placed
8,99,5,6,11,95.0,100.0,Placed
10,85,7,11,9,63.0,100.0,Placed
6,50,9,2,8,61.0,91.78,Placed
7,53,9,8,20,51.0,100.0,Placed
6,60,9,2,6,94.0,95.33,Placed
9,47,4,9,11,76.0,74.76,Placed
3,42,8,2,15,81.0,86.53,Placed
3,67,5,3,14,82.0,73.16,Placed
3,100,5,8,6,57.0,67.2,Not Placed
10,68,4,11,7,87.0,100.0,Placed
3,62,9,6,6,79.0,81.01,Placed
9,57,5,1,10,55.0,100.0,Placed
4,74,5,4,3,42.0,70.4,Placed
7,52,7,5,17,43.0,100.0,Placed
9,51,6,11,18,92.0,100.0,Placed
11,86,4,3,6,67.0,96.08,Placed
7,89,4,1,12,92.0,100.0,Placed
9,44,9,3,8,38.0,100.0,Placed
3,78,4,9,17,93.0,97.09,Placed
4,50,9,2,6,52.0,62.65,Not Placed
8,97,7,1,19,66.0,100.0,Placed
6,98,7,7,15,64.0,91.52,Placed
5,50,8,7,4,59.0,76.81,Placed
4,98,9,5,6,91.0,100.0,Placed
8,86,7,2,5,67.0,100.0,Placed
1,81,9,1,1,69.0,71.56,Placed
9,86,4,5,6,76.0,100.0,Placed
1,70,8,10,20,90.0,79.69,Placed
8,70,6,4,8,68.0,100.0,Placed
4,52,5,9,12,84.0,77.96,Placed
9,53,5,5,16,36.0,98.04,Placed
11,88,8,11,16,47.0,100.0,Placed
5,84,9,10,14,87.0,98.06,Placed
3,81,9,2,17,75.0,100.0,Placed
9,64,9,4,14,57.0,100.0,Placed
11,72,6,9,10,95.0,100.0,Placed
9,72,5,8,11,57.0,99.3,Placed
4,54,8,3,16,65.0,87.87,Placed
11,55,9,8,11,36.0,80.16,Placed
4,83,7,2,6,36.0,76.65,Placed
8,97,4,3,6,39.0,100.0,Placed
2,95,6,5,20,94.0,96.73,Placed
9,77,9,11,9,48.0,100.0,Placed
6,45,5,10,15,57.0,57.09,Not Placed
9,83,4,10,10,89.0,100.0,Placed
8,64,8,8,15,91.0,100.0,Placed
7,54,9,1,1,69.0,94.43,Placed
1,43,5,4,1,80.0,50.08,Not Placed
3,95,4,1,17,35.0,80.92,Placed
11,43,7,1,4,75.0,94.37,Placed
2,69,6,5,13,82.0,65.51,Not Placed
5,73,8,6,7,83.0,91.46,Placed
5,66,5,1,5,74.0,78.59,Placed
5,70,7,11,8,49.0,69.23,Not Placed
4,95,6,6,5,64.0,78.98,Placed
5,71,6,5,20,55.0,90.9,Placed
3,83,7,4,16,42.0,88.09,Placed
1,78,5,10,7,41.0,50.12,Not Placed
5,91,6,5,2,75.0,94.56,Placed
9,48,8,8,11,68.0,100.0,Placed
9,80,4,9,12,91.0,100.0,Placed
4,47,8,11,17,76.0,99.87,Placed
3,53,9,2,10,71.0,88.15,Placed
1,72,6,6,1,82.0,69.35,Not Placed
2,62,4,3,13,87.0,82.04,Placed
8,60,7,2,0,66.0,86.97,Placed
1,94,4,1,14,67.0,78.85,Placed
8,51,4,4,17,40.0,100.0,Placed
7,96,4,8,17,76.0,100.0,Placed
8,41,6,3,16,44.0,96.85,Placed
6,52,9,5,0,60.0,65.35,Not Placed
9,98,9,10,13,92.0,100.0,Placed
3,43,5,5,19,85.0,100.0,Placed
10,59,9,5,15,79.0,100.0,Placed
4,89,6,11,3,60.0,70.77,Placed
6,90,5,9,5,53.0,91.15,Placed
8,87,7,8,15,69.0,100.0,Placed
5,98,7,8,19,79.0,100.0,Placed
3,53,7,1,5,38.0,42.49,Not Placed
6,69,7,1,14,59.0,93.49,Placed
4,68,7,2,0,95.0,89.13,Placed
9,47,8,8,6,42.0,70.13,Placed
3,51,6,10,10,46.0,64.94,Not Placed
4,80,5,1,0,88.0,84.39,Placed
7,77,7,4,7,58.0,77.94,Placed
7,65,8,9,13,58.0,77.48,Placed
4,89,9,2,4,51.0,88.03,Placed
6,41,8,3,12,59.0,78.83,Placed
3,94,8,11,14,67.0,86.23,Placed
6,79,6,6,8,61.0,95.21,Placed
2,95,7,11,7,36.0,61.38,Not Placed
8,53,8,10,18,43.0,91.87,Placed
2,45,8,3,16,89.0,78.33,Placed
11,81,7,4,18,92.0,100.0,Placed
7,79,6,9,17,67.0,100.0,Placed
9,70,8,9,17,53.0,100.0,Placed
1,56,5,10,3,83.0,47.47,Not Placed
8,64,4,5,1,39.0,64.68,Not Placed
7,100,9,7,4,81.0,96.21,Placed
6,71,4,9,16,54.0,85.13,Placed
6,51,4,8,6,58.0,81.06,Placed
6,88,6,11,15,91.0,100.0,Placed
9,52,8,7,0,65.0,95.28,Placed
2,58,4,8,11,78.0,58.52,Not Placed
1,83,4,5,18,38.0,62.74,Not Placed
6,87,9,5,8,66.0,100.0,Placed
10,64,7,5,15,81.0,100.0,Placed
11,70,8,1,6,69.0,100.0,Placed
8,98,8,6,14,48.0,100.0,Placed
3,76,9,5,11,70.0,96.35,Placed
10,64,7,8,3,85.0,86.77,Placed
1,55,8,8,5,40.0,27.82,Not Placed
9,96,5,2,5,51.0,100.0,Placed
1,77,9,11,14,52.0,52.11,Not Placed
3,82,6,6,2,42.0,72.16,Placed
8,88,7,11,1,85.0,99.81,Placed
3,97,9,10,4,86.0,83.82,Placed
4,62,4,10,7,46.0,47.18,Not Placed
8,53,8,6,18,51.0,94.73,Placed
1,45,5,3,20,65.0,49.63,Not Placed
6,64,5,1,15,85.0,100.0,Placed
1,62,6,7,18,35.0,69.14,Not Placed
1,99,9,10,15,45.0,78.4,Placed
8,82,5,5,5,76.0,100.0,Placed
11,51,9,10,0,50.0,75.82,Placed
4,52,8,5,17,71.0,93.48,Placed
1,75,8,11,7,83.0,66.05,Not Placed
10,78,5,8,4,62.0,100.0,Placed
7,73,8,5,11,43.0,90.71,Placed
5,45,9,5,17,89.0,100.0,Placed
5,77,8,1,4,93.0,100.0,Placed
1,89,4,2,12,42.0,81.94,Placed
10,91,9,5,20,59.0,100.0,Placed
11,79,7,7,11,44.0,100.0,Placed
6,47,8,3,15,74.0,100.0,Placed
9,100,8,1,13,37.0,100.0,Placed
9,47,9,11,10,89.0,100.0,Placed
8,79,6,2,8,57.0,91.04,Placed
5,72,7,3,9,57.0,100.0,Placed
1,73,7,9,15,78.0,87.26,Placed
9,83,7,8,18,90.0,100.0,Placed
1,54,5,4,9,38.0,67.83,Not Placed
8,75,4,8,20,93.0,100.0,Placed
5,99,4,9,3,88.0,84.51,Placed
3,96,6,3,20,84.0,100.0,Placed
11,74,7,6,7,57.0,100.0,Placed
7,85,7,8,10,43.0,88.49,Placed
7,61,8,10,5,87.0,73.48,Placed
9,62,9,7,3,38.0,77.69,Placed
7,79,5,9,20,68.0,97.17,Placed
11,84,5,7,4,73.0,85.71,Placed
3,94,6,1,17,52.0,98.87,Placed
11,90,4,9,2,68.0,100.0,Placed
1,61,7,5,6,91.0,67.09,Not Placed
8,44,9,6,11,68.0,96.9,Placed
3,70,6,2,2,76.0,81.66,Placed
8,52,5,2,16,37.0,90.98,Placed
8,67,5,4,2,53.0,80.14,Placed
5,97,5,4,10,68.0,94.05,Placed
1,59,7,5,5,60.0,67.22,Not Placed
10,72,7,7,10,69.0,100.0,Placed
7,55,7,11,3,75.0,76.55,Placed
10,68,8,1,16,77.0,100.0,Placed
5,62,4,10,0,65.0,52.22,Not Placed
8,63,5,4,11,77.0,100.0,Placed
9,73,5,9,2,61.0,90.16,Placed
11,46,8,8,15,37.0,100.0,Placed
7,77,5,3,2,71.0,98.28,Placed
7,76,5,6,13,46.0,91.61,Placed
1,100,7,11,16,81.0,94.45,Placed
4,43,7,9,18,57.0,76.2,Placed
2,73,4,8,6,51.0,69.69,Not Placed
2,81,5,7,10,50.0,70.52,Placed
2,61,6,7,15,51.0,76.67,Placed
4,44,5,1,18,49.0,85.27,Placed
1,89,5,5,4,60.0,65.54,Not Placed
4,81,4,7,0,79.0,74.11,Placed
2,62,6,2,9,36.0,43.56,Not Placed
5,93,5,6,17,51.0,100.0,Placed
3,99,9,2,9,35.0,77.68,Placed
8,54,9,3,0,64.0,85.89,Placed
4,70,6,1,12,66.0,85.64,Placed
1,98,9,3,3,64.0,86.21,Placed
1,48,7,7,11,76.0,62.98,Not Placed
10,82,7,5,15,38.0,100.0,Placed
3,97,6,4,18,76.0,99.21,Placed
9,92,5,8,11,78.0,100.0,Placed
7,64,6,8,5,66.0,76.2,Placed
2,64,9,1,15,94.0,91.67,Placed
9,100,6,9,11,69.0,100.0,Placed
10,88,9,9,9,35.0,100.0,Placed
2,60,7,2,4,53.0,55.69,Not Placed
3,48,6,2,18,67.0,91.06,Placed
11,94,8,8,11,53.0,100.0,Placed
10,87,9,11,7,70.0,100.0,Placed
2,77,8,6,3,61.0,56.89,Not Placed
3,61,7,3,6,47.0,50.91,Not Placed
6,82,5,2,4,61.0,94.69,Placed
9,62,9,5,10,80.0,100.0,Placed
9,88,5,8,16,48.0,100.0,Placed
7,43,7,6,20,58.0,100.0,Placed
3,68,5,3,2,69.0,72.5,Placed
4,54,9,9,1,53.0,59.92,Not Placed
6,40,4,8,18,95.0,97.04,Placed
11,93,9,10,1,59.0,95.72,Placed
5,69,9,6,13,45.0,80.54,Placed
2,68,8,1,0,43.0,41.68,Not Placed
6,59,4,2,15,40.0,92.8,Placed
3,72,4,4,14,92.0,100.0,Placed
8,80,4,2,17,70.0,100.0,Placed
2,83,9,3,1,92.0,98.16,Placed
1,75,7,8,10,71.0,96.64,Placed
9,99,4,9,20,63.0,100.0,Placed
3,61,6,6,16,43.0,81.97,Placed
11,52,5,4,12,67.0,100.0,Placed
1,46,7,11,11,57.0,74.0,Placed
7,47,6,2,1,49.0,67.6,Not Placed
10,67,9,7,20,45.0,100.0,Placed
5,84,9,10,17,57.0,100.0,Placed
5,82,6,11,9,60.0,92.43,Placed
1,48,8,7,11,35.0,49.26,Not Placed
9,64,8,10,16,64.0,100.0,Placed
7,95,6,9,13,51.0,100.0,Placed
